5,1
6,2
7,9
8,12
9,17
10,19
11,21
12,31
13,34
14,45
15,56
16,65
17,79
18,97
19,129
20,158
21,225
22,266
23,301
24,387
25,502
26,589
27,690
28,745
29,820
30,966
31,1054
32,1133
33,1265
34,1353
35,1451
36,1554
37,1628
38,1715
39,1795
40,1894
41,1975
42,2142
43,2208
44,2277
45,2443
46,2571
47,2669
48,2758
49,2839
50,2941
51,3031
52,3144
53,3288
54,3435
55,3607
56,3780
57,3892
58,4003
59,4127
60,4285
61,4428
62,4532
63,4681
64,4783
65,4887
66,5020
67,5208
68,5371
69,5611
70,5776
71,6034
